POINT_ID,SOC_INCREASE
27641752,-0.10000000000000142
27641832,-0.40000000000000036
27641896,-2.0999999999999996
27641914,0.0
27642102,-6.399999999999999
27661882,12.3
27662020,26.900000000000006
27681762,2.0
27681946,-1.5
27682000,-0.5999999999999979
27682212,-2.5
27701754,7.800000000000001
27701848,6.5
27702222,5.799999999999997
27721828,0.3000000000000007
27722128,12.200000000000003
27722228,1.3999999999999986
27722242,-2.700000000000003
27741830,1.0999999999999996
27741866,-7.800000000000001
27741890,-12.4
27741908,-2.1000000000000005
27742394,11.2
27742406,31.700000000000003
27762290,32.599999999999994
27781794,1.8999999999999995
27781812,4.5
27781902,-2.799999999999999
27782150,-0.3999999999999986
27782158,11.299999999999997
27782284,5.199999999999999
27801810,11.699999999999996
27802116,15.399999999999999
27821832,-44.2
27821838,0.10000000000000142
27821842,-0.7999999999999989
27821886,-6.3
27821982,-1.1000000000000014
27841822,-6.0
27841840,-4.7
27841900,-10.8
27842206,-26.499999999999993
27842308,5.200000000000003
27842394,-73.2
27842416,-34.400000000000006
27862032,-32.4
27862072,0.6000000000000014
27881848,-0.40000000000000036
27881902,3.5999999999999996
27881934,-0.09999999999999964
27881938,-2.6000000000000014
27882010,-4.200000000000001
27882226,28.5
27882298,-0.6000000000000014
27882370,5.1000000000000085
27882384,-2.1999999999999886
27882424,-8.699999999999989
27901822,-3.0
27901900,-0.8000000000000007
27901954,-3.299999999999999
27901972,-6.699999999999999
27902146,-1.6000000000000014
27921800,-0.3000000000000007
27921848,0.5
27921970,-9.5
27922046,54.49999999999999
27922096,11.400000000000002
27922124,-48.9
27922190,30.6
27922244,6.699999999999999
27922352,-14.799999999999997
27922412,-8.0
27942164,-47.8
27942398,7.0
27961830,3.0999999999999996
27961888,1.0
27961906,2.5999999999999996
27961960,-4.300000000000001
27961978,-3.0
27962194,-5.0
27962388,17.299999999999997
27962406,-1.7999999999999972
27981792,-2.1999999999999993
27981828,10.0
27981900,-0.9000000000000004
27981936,3.5999999999999996
27982170,33.7
27982314,-62.800000000000004
27982368,-10.7
28001832,-4.199999999999999
28002400,-48.599999999999994
28021894,-15.900000000000002
28021948,2.6999999999999993
28022146,-28.1
28022250,-33.2
28022380,2.3999999999999986
28022434,15.299999999999997
28041928,7.0
28041942,8.399999999999999
28041960,-2.0999999999999996
28041996,4.399999999999999
28042122,3.0
28042126,2.3
28042176,-15.099999999999994
28061934,-0.3999999999999986
28062190,-23.999999999999996
28062352,-17.799999999999997
28082152,58.2
28082380,-0.6999999999999993
28101854,-15.3
28102060,37.0
28102114,-8.3
28102420,12.999999999999993
28121858,-1.3000000000000007
28122020,-14.4
28122416,4.8999999999999915
28142050,113.6
28142338,102.0
28142384,6.800000000000004
28162314,26.6
28162332,66.6
28181850,4.8999999999999915
28181910,17.900000000000002
28181964,0.3999999999999986
28182018,-5.2
28182048,9.400000000000002
28182418,18.4
28201840,-7.899999999999999
28201948,5.399999999999999
28202116,4.200000000000001
28202128,1.8000000000000007
28202196,3.0
28202386,13.199999999999996
28222086,31.000000000000007
28222342,4.400000000000006
28222360,-14.100000000000001
28222378,-59.79999999999998
28241938,1.299999999999999
28242042,-1.4000000000000004
28242186,30.199999999999996
28242240,14.700000000000003
28261954,3.900000000000002
28261972,32.1
28262056,13.899999999999999
28262080,-2.700000000000003
28262098,-31.60000000000001
28262354,24.400000000000006
28281952,-5.299999999999999
28282042,16.8
28282118,-2.9000000000000004
28282136,34.0
28282190,-5.200000000000003
28282334,0.5999999999999943
28301756,-2.0
28301966,71.2
28302038,-0.8999999999999986
28302110,-9.000000000000004
28302314,-7.800000000000001
28321740,1.4
28321934,1.4000000000000021
28321960,13.900000000000002
28322046,4.699999999999999
28322176,-0.7000000000000011
28322384,18.89999999999999
28322424,126.8
28342404,3.8999999999999915
28361748,0.7000000000000011
28361986,5.499999999999998
28362030,44.5
28362076,31.000000000000004
28362148,3.1000000000000014
28362220,-13.5
28362360,2.400000000000002
28362378,7.700000000000003
28362414,0.6999999999999886
28382062,-37.6
28382160,10.400000000000002
28382268,21.200000000000003
28382290,-32.599999999999994
28382362,19.1
28401924,4.6
28402054,4.700000000000001
28402306,39.3
28402378,-42.0
28421754,-2.0
28422060,21.299999999999997
28422114,20.000000000000004
28422316,6.1
28422424,-15.6
28441774,-4.900000000000006
28442146,7.100000000000001
28442182,11.5
28442408,-14.599999999999994
28442422,8.600000000000001
28462070,-1.1999999999999993
28462190,2.6999999999999957
28462348,-7.199999999999996
28482206,19.299999999999997
28482290,12.799999999999997
28482326,-26.699999999999996
28482350,9.3
28482368,-5.600000000000001
28482386,-19.80000000000001
28482404,11.399999999999999
28501736,-3.0999999999999996
28502024,2.9000000000000004
28502140,0.10000000000000142
28502190,18.7
28502212,-1.3000000000000043
28502280,19.300000000000004
28502334,22.200000000000003
28522026,1.9000000000000004
28541964,-1.3999999999999986
28542018,0.10000000000000053
28542144,11.399999999999999
28542166,-12.600000000000001
28542192,-1.1999999999999957
28542210,24.3
28542246,-25.10000000000001
28542282,-5.800000000000004
28542300,-4.5
28542318,2.5
28542426,-1.0
28562034,27.199999999999996
28562290,0.0
28562308,-17.3
28562376,-1.6000000000000014
28562440,-62.3
28581744,0.7999999999999998
28582198,-4.100000000000001
28582414,-9.0
28601668,1.7000000000000002
28602150,4.299999999999999
28602222,-17.1
28602240,1.7999999999999972
28602258,-29.699999999999996
28602334,-20.099999999999994
28602366,-16.0
28621900,1.799999999999999
28622128,16.9
28622164,3.6999999999999997
28622188,2.8000000000000007
28622326,-0.3000000000000007
28642024,2.8999999999999986
28642160,30.599999999999994
28642168,-0.9000000000000004
28642186,9.5
28642190,6.399999999999999
28642240,-0.5
28642250,6.0
28642352,57.80000000000001
28642366,-49.2
28661678,1.8999999999999995
28661894,-3.8000000000000007
28662074,-5.600000000000001
28662146,15.499999999999998
28662242,8.700000000000003
28662272,0.29999999999999893
28662332,10.299999999999997
28681916,-2.3000000000000007
28682284,15.100000000000001
28682298,-16.499999999999996
28682348,1.2000000000000028
28682428,12.599999999999994
28702278,-5.900000000000002
28721676,3.9000000000000004
28721752,-7.3999999999999995
28721896,-11.6
28721914,2.3
28721932,-3.8000000000000007
28722000,-6.6
28722138,-1.1000000000000005
28722166,4.0
28722202,-3.3000000000000007
28722216,-3.799999999999997
28722300,1.1000000000000014
28722310,-17.4
28741666,-3.900000000000002
28741750,4.1
28742034,7.7
28742116,8.2
28742142,-0.20000000000000018
28742214,31.5
28742296,-4.799999999999997
28742340,3.6000000000000014
28742344,13.600000000000001
28742394,-29.099999999999994
28742448,8.899999999999999
28761726,-0.2999999999999998
28761906,0.7000000000000002
28762036,2.5
28762162,0.7999999999999998
28762194,5.5
28762198,14.899999999999999
28762288,-13.199999999999996
28762374,22.6
28781686,5.1
28782006,-1.6999999999999993
28782100,4.699999999999999
28782118,-1.6999999999999993
28782132,-4.199999999999999
28782172,8.5
28782280,0.10000000000000853
28782298,3.4000000000000057
28782334,9.600000000000001
28782352,5.200000000000003
28782384,-9.2
28782402,6.700000000000003
28801634,3.4000000000000004
28802092,2.7
28802368,-106.49999999999999
28802416,-0.7999999999999972
28821646,2.599999999999998
28821992,-2.0
28822118,4.3
28822226,1.8000000000000007
28822420,4.099999999999994
28822438,1.2999999999999972
28822448,26.799999999999997
28822460,15.5
28842188,-7.5
28842200,2.5
28842314,11.0
28842386,23.699999999999996
28861884,0.20000000000000018
28862140,6.2
28862248,6.100000000000001
28882332,3.3000000000000114
28882422,53.7
28901850,-1.1999999999999993
28901914,-2.3
28902084,5.699999999999999
28902094,-14.899999999999999
28902148,-1.0
28902174,-0.8999999999999995
28902202,2.1000000000000005
28902396,9.8
28921674,4.0
28921678,0.3999999999999986
28921702,-2.0999999999999996
28921890,2.2
28922404,-10.700000000000003
28941672,-4.6
28941694,-0.5
28941730,-3.5
28941888,-2.2
28942306,-5.100000000000001
28942378,-24.6
28961740,1.8000000000000007
28961916,5.0
28962222,-1.5999999999999996
28962240,2.9000000000000004
28962348,3.6000000000000085
28962388,10.600000000000001
28962406,-11.000000000000007
28962438,-83.2
28981732,4.0
29001728,1.8000000000000007
29001862,-0.7000000000000002
29001908,-2.6999999999999993
29002312,14.200000000000003
29002366,-16.199999999999996
29002376,-74.2
29002384,71.19999999999999
29002402,-5.299999999999997
29002406,103.9
29021660,-0.8000000000000007
29021666,1.6000000000000014
29022110,0.7000000000000002
29022146,-1.3999999999999995
29022398,7.0
29022422,13.299999999999997
29041690,1.200000000000001
29041708,2.1999999999999993
29041862,1.9000000000000004
29041870,2.000000000000001
29041888,1.7999999999999998
29041898,0.5
29042132,2.0
29042158,-2.1000000000000014
29042302,-4.899999999999999
29042356,-21.800000000000004
29042420,8.999999999999996
29042438,7.3999999999999915
29061990,-26.9
29062134,0.6999999999999993
29062458,33.8
29081716,5.7
29081976,-7.6000000000000005
29082210,2.400000000000002
29082220,-1.0
29082238,2.700000000000001
29082342,11.600000000000001
29082382,11.400000000000006
29082418,44.2
29101954,2.8000000000000007
29102206,0.5999999999999996
29102326,-7.0
29122076,2.6999999999999993
29122112,-27.7
29122266,29.6
29122288,4.699999999999996
29122342,37.099999999999994
29122396,1.7000000000000028
29122450,-11.600000000000001
29142088,10.200000000000003
29142114,1.4000000000000021
29142438,4.099999999999994
29161684,-2.4000000000000004
29161738,2.7
29162146,-3.1999999999999993
29162278,-6.300000000000001
29181758,0.8000000000000007
29181908,-1.0999999999999996
29182100,-1.1000000000000005
29182186,0.0
29182358,4.600000000000001
29201666,-1.0
29201738,6.3999999999999995
29202350,-30.39999999999999
29221700,1.9000000000000004
29221704,-1.6000000000000014
29221852,-14.5
29222204,4.5
29222392,9.099999999999998
29242332,2.1999999999999993
29261662,0.0
29261730,-2.7
29261832,-2.1000000000000014
29262144,2.0999999999999996
29262306,27.0
29281750,8.4
29281840,-3.5999999999999996
29281846,1.1999999999999993
29282088,2.1999999999999993
29282160,0.2999999999999998
29282182,-10.600000000000001
29301690,0.3000000000000007
29301726,-0.1999999999999993
29302094,-3.5
29321682,-4.299999999999999
29322088,5.5
29322114,-2.6999999999999993
29322406,-24.400000000000006
29322442,52.400000000000006
29341684,0.29999999999999893
29341696,4.3999999999999995
29341706,1.799999999999999
29341948,-1.9000000000000004
29341966,-5.699999999999999
29342128,-7.699999999999999
29342170,0.6000000000000001
29342200,-3.599999999999998
29342206,6.5
29342404,-41.099999999999994
29342422,-17.8
29342440,2.1999999999999993
29361700,-0.20000000000000107
29361718,-0.10000000000000053
29361826,1.5
29361938,-1.1999999999999993
29361970,-0.1999999999999993
29362142,0.40000000000000036
29362376,-21.799999999999997
29381732,-0.8000000000000007
29381756,0.0
29382110,-5.900000000000002
29382188,-3.8
29382218,5.6
29401708,-1.3000000000000007
29401744,2.0
29401920,3.8999999999999986
29401924,0.9000000000000004
29401956,-11.7
29402104,-7.5
29402144,10.6
29402158,-3.6000000000000014
29402410,53.9
29422386,0.20000000000000284
29441752,2.299999999999999
29441976,-10.000000000000002
29442364,6.800000000000004
29461720,0.5
29461732,-0.5999999999999996
29461926,-1.4000000000000004
29462056,-5.199999999999999
29462178,-13.700000000000003
29481730,1.0
29481906,0.8999999999999986
29481960,-14.7
29482162,-9.3
29482396,74.30000000000001
29482428,-32.7
29501736,-0.40000000000000036
29501830,-0.2999999999999998
29502304,4.5
29521760,-1.5999999999999996
29521930,-8.8
29521972,-8.5
29522188,3.3999999999999995
29522200,0.20000000000000107
29541718,-0.7000000000000002
29541836,0.6000000000000005
29541898,0.5999999999999996
29542060,12.2
29561738,1.5
29561984,5.699999999999999
29562218,-13.600000000000001
29562318,-2.8000000000000043
29562426,3.1999999999999993
29581834,1.5
29581924,2.8
29581938,-1.1999999999999993
29581942,-3.3000000000000007
29582100,-3.0
29582204,9.7
29582312,-3.900000000000002
29602142,-5.700000000000001
29621748,1.3000000000000007
29621878,-1.5
29622234,3.0999999999999943
29641894,-9.000000000000002
29642098,-6.0
29642200,1.2000000000000002
29642326,-2.0
29661672,-2.0999999999999996
29661762,0.7000000000000002
29662194,16.6
29662216,1.5
29681740,0.7000000000000011
29681884,0.5
29682168,-6.299999999999997
29682214,-2.1000000000000014
29701706,-1.4000000000000004
29701714,-0.5
29701724,7.8999999999999995
29701738,-1.3999999999999995
29701918,-3.8000000000000007
29701972,5.8999999999999995
29702110,-9.799999999999997
29702138,3.0999999999999996
29702162,0.9000000000000004
29721718,1.5
29721740,4.300000000000001
29721970,-18.900000000000002
29722178,-8.299999999999999
29722186,-15.799999999999997
29722312,27.999999999999996
29741732,5.4
29742308,7.0
29761754,3.799999999999999
29761862,-0.3000000000000007
29761880,-1.4000000000000004
29761960,-8.300000000000004
29762162,-1.5
29762168,-3.0
29781702,-7.8999999999999995
29781738,-5.199999999999999
29782170,-1.8999999999999995
29782206,7.699999999999999
29801730,-3.0
29802216,-7.5
29821720,1.8000000000000007
29822326,3.299999999999997
29822380,17.799999999999997
29842122,-7.399999999999999
29842170,-8.200000000000001
29862118,2.2
29862316,8.7
29862388,-2.799999999999997
29881678,-0.3999999999999986
29881742,-1.2999999999999972
29881822,-2.8999999999999986
29882084,-21.0
29882126,-19.599999999999998
29901692,-9.8
29901728,0.9000000000000004
29921720,0.8000000000000007
29921750,0.7000000000000011
29921768,-0.7999999999999998
29921810,18.2
29922134,-3.3
29922218,-5.899999999999999
29941668,8.100000000000001
29941704,3.4000000000000004
29941718,1.9000000000000004
29941866,4.9
29941888,-0.6999999999999993
29941916,-1.1000000000000014
29942176,-15.299999999999999
29942204,0.09999999999999964
29942392,-1.5
29961846,-8.099999999999998
29962106,-9.599999999999998
29962200,-1.1000000000000005
29962260,-1.1999999999999993
29962290,2.9000000000000004
29981716,-1.5
29981730,-7.100000000000001
29981842,-2.0
29981914,-0.9000000000000004
29982076,-15.5
29982144,-14.3
29982166,-4.8999999999999995
29982180,1.4
29982246,3.8999999999999995
30001684,-2.700000000000001
30001738,-2.3000000000000007
30001836,-1.5999999999999996
30002092,-7.200000000000001
30002236,0.40000000000000036
30002272,-3.8999999999999986
30002290,-0.6999999999999993
30002386,-12.700000000000003
30002398,-8.899999999999991
30002416,19.700000000000017
30021820,3.5
30022086,-18.1
30022122,-3.1999999999999993
30022184,-6.199999999999999
30022270,-2.0
30022296,1.5999999999999996
30022410,1.7000000000000028
30041718,-5.999999999999999
30042136,-3.999999999999999
30042190,2.1999999999999993
30042214,0.8000000000000007
30042222,-0.20000000000000018
30042244,1.0
30061684,-4.3999999999999995
30061696,-11.0
30061750,11.8
30062134,-2.3999999999999995
30062138,-11.3
30062206,-2.2
30062254,-0.40000000000000036
30062278,-0.7000000000000028
30081718,-1.0
30081758,5.700000000000001
30081844,-9.1
30081890,3.0
30082096,-3.3000000000000007
30082100,-33.6
30082168,0.5999999999999996
30082172,0.3999999999999999
30082186,-1.2000000000000002
30082244,1.7999999999999998
30082268,3.8
30082276,-0.3000000000000007
30101810,-7.100000000000001
30102128,-0.7000000000000011
30102138,-2.0999999999999996
30102146,-0.8999999999999999
30102152,0.2999999999999998
30102164,-3.9000000000000004
30102228,0.09999999999999964
30121708,-1.8999999999999986
30121722,-8.7
30121830,-5.0
30121844,2.7
30121906,0.5999999999999996
30122154,-3.0
30122158,-0.2999999999999998
30122252,-1.3000000000000007
30122270,6.300000000000001
30122276,-0.5
30122294,0.09999999999999964
30122298,4.899999999999999
30141756,-4.699999999999999
30142092,-0.6000000000000005
30142106,-13.399999999999999
30142128,1.9000000000000004
30142178,0.7000000000000002
30142200,-2.3
30142232,-0.5
30142268,-4.400000000000002
30142296,3.200000000000001
30161670,-2.5999999999999996
30161680,6.500000000000001
30161688,0.6999999999999993
30161748,-2.8999999999999986
30161760,7.4
30162126,-1.3999999999999995
30162130,-2.4000000000000004
30162148,-6.1
30162184,4.3
30162192,-2.0999999999999996
30162202,-0.5
30162292,-1.299999999999999
30181738,9.6
30181858,3.4000000000000004
30182092,-18.5
30182170,0.19999999999999973
30182196,-0.7999999999999998
30182218,-0.40000000000000036
30182224,4.899999999999999
30201726,-2.200000000000001
30201748,0.7999999999999989
30202130,-2.3999999999999986
30202134,-0.7000000000000002
30202148,-0.20000000000000018
30202184,0.8000000000000007
30202188,1.9000000000000004
30202206,-1.4000000000000004
30202248,0.09999999999999964
30202274,-0.5999999999999996
30202278,0.6999999999999993
30202284,-1.8000000000000007
30202396,0.9000000000000021
30221758,0.40000000000000036
30221808,2.6000000000000014
30222150,-3.2
30222190,0.09999999999999964
30222214,-0.10000000000000009
30222222,3.999999999999999
30241660,-3.3999999999999986
30241684,-2.799999999999999
30241688,6.199999999999999
30242092,-15.3
30242108,-1.0
30242156,-0.8000000000000003
30242188,-0.20000000000000018
30242206,-1.5
30242218,1.2999999999999998
30242236,10.199999999999996
30242254,5.300000000000001
30242300,2.200000000000001
30261916,-3.0
30261962,-0.8000000000000007
30261988,1.5999999999999996
30262106,-1.2000000000000002
30262168,-1.7999999999999998
30262190,-7.7
30262286,-1.0
30281738,-3.000000000000001
30281804,0.3999999999999986
30282102,-0.9000000000000004
30282120,1.9000000000000004
30282128,-1.0
30282174,0.5
30282228,-1.0
30282264,2.0999999999999996
30282398,1.2999999999999972
30282408,10.5
30283550,210.79999999999998
30301704,1.8999999999999986
30301718,14.600000000000001
30301740,0.8000000000000007
30302096,-1.0
30302136,0.5
30302150,-0.5999999999999996
30302158,1.9
30302194,3.500000000000001
30302208,-3.5
30302240,1.0999999999999996
30302248,1.0000000000000009
30302258,-0.40000000000000036
30302288,0.0
30302302,2.4000000000000004
30303360,12.0
30321738,3.6999999999999993
30321828,-7.6000000000000005
30321990,-1.0
30322128,-1.3000000000000007
30322152,0.09999999999999964
30322196,-1.4000000000000004
30322206,-1.0999999999999996
30322254,-5.1
30322260,-1.5999999999999996
30322278,-1.3000000000000007
30322286,-0.29999999999999893
30341770,1.5999999999999996
30341994,0.5
30342090,0.0
30342138,-0.8999999999999999
30342192,-0.5
30342234,3.799999999999999
30342270,0.8999999999999986
30342282,0.40000000000000036
30361750,9.400000000000002
30362098,-2.299999999999999
30362124,-0.8000000000000003
30362152,1.0999999999999996
30362188,1.799999999999999
30362206,-0.9000000000000004
30362218,1.2000000000000002
30362232,1.2000000000000002
30362254,2.1000000000000005
30362278,65.7
30362290,-1.0999999999999996
30362296,-1.0
30381762,-1.5999999999999996
30381978,-0.09999999999999964
30381996,-1.5999999999999996
30382104,-0.5
30382148,0.10000000000000053
30382162,3.3
30382224,-1.2999999999999998
30382238,23.0
30382396,3.799999999999997
30401728,-3.8000000000000007
30401746,4.8999999999999995
30401992,-3.3999999999999995
30402106,0.30000000000000027
30402136,0.8000000000000003
30402160,-2.7
30402186,1.700000000000001
30402208,-0.5
30402214,-2.2
30402232,1.3000000000000007
30421684,-1.299999999999999
30421688,-7.099999999999998
30421714,1.0999999999999979
30421994,2.700000000000001
30422110,0.6999999999999997
30422138,-0.20000000000000018
30422164,-3.2
30422170,0.8999999999999999
30422198,-0.8000000000000007
30422224,-1.0
30422300,-2.599999999999998
30441754,-2.1000000000000005
30441998,-2.8000000000000003
30442006,-4.6
30442100,-2.0
30442178,-0.2999999999999998
30442186,-1.5999999999999996
30442240,0.7999999999999998
30442268,1.7000000000000002
30442384,-9.200000000000003
30442394,1.1000000000000014
30442402,3.6999999999999886
30461774,0.09999999999999964
30462008,1.4000000000000004
30462110,1.6
30462138,-0.7000000000000002
30462146,-0.5
30462170,2.2
30462200,-1.3000000000000007
30462224,2.0
30462228,5.4
30462264,1.8000000000000007
30481762,1.6999999999999993
30482104,-0.6000000000000001
30482108,0.6000000000000001
30482118,0.20000000000000018
30482140,0.3999999999999999
30482176,-1.1999999999999997
30482208,0.0
30482230,-0.10000000000000053
30482384,-7.4999999999999964
30482410,-4.099999999999994
30483342,1.6000000000000014
30501774,-4.5
30502092,-3.0
30502124,2.1000000000000005
30502134,-1.9000000000000004
30502142,-8.5
30502152,0.8999999999999995
30502182,-0.8000000000000007
30502188,-0.6999999999999993
30502200,2.7
30502206,-0.20000000000000018
30502218,1.1999999999999993
30502242,-0.6999999999999993
30502250,-0.9000000000000004
30502272,-2.0999999999999996
30502286,1.4000000000000004
30502304,3.1999999999999993
30521680,0.40000000000000036
30521698,0.09999999999999964
30521752,-2.1999999999999993
30521788,-20.099999999999998
30522156,7.8
30522162,1.5
30522198,0.0
30522202,-0.5
30522228,-5.1
30522256,3.0
30522274,1.5999999999999996
30522292,-0.8000000000000003
30522306,0.0
30541732,-2.5999999999999996
30541738,0.5999999999999996
30541756,-0.20000000000000107
30541930,1.6000000000000014
30542182,1.0999999999999996
30542196,0.2999999999999998
30542218,0.9000000000000004
30542250,3.799999999999999
30542362,-147.89999999999998
30542376,9.700000000000003
30542404,-9.299999999999997
30561658,-12.600000000000001
30561748,7.699999999999999
30561964,3.0
30561996,-4.899999999999999
30562108,-0.09999999999999964
30562140,-5.8
30562144,-0.5999999999999996
30562152,-0.09999999999999964
30562158,-2.0999999999999996
30562176,2.1000000000000014
30562194,-2.8999999999999995
30562216,-1.5
30562224,0.0
30562256,-1.2999999999999998
30562270,-0.2999999999999998
30562274,1.5
30562302,0.9000000000000004
30581782,-4.6
30582118,0.5
30582222,2.200000000000001
30582226,-3.5
30582240,-0.10000000000000009
30582258,-0.5
30601738,-4.1
30601846,-10.200000000000001
30602110,-0.5999999999999996
30602162,2.8999999999999995
30602170,-1.799999999999999
30602198,2.1999999999999997
30602206,-1.3000000000000007
30602224,5.4
30602264,-1.1999999999999993
30602278,-1.2000000000000002
30602290,1.7999999999999998
30602296,0.5
30621700,-3.4000000000000004
30621728,0.5
30621772,-3.0999999999999996
30621992,-2.5
30622096,-0.7999999999999998
30622150,0.8999999999999995
30622214,-0.8000000000000007
30622262,-3.3000000000000007
30622304,5.100000000000001
30622388,-5.700000000000003
30623360,9.399999999999999
30641768,-1.2000000000000002
30642134,-0.3999999999999999
30642164,1.0999999999999996
30642228,-0.5
30642236,2.9000000000000004
30642260,-1.3999999999999995
30642296,-0.3000000000000007
30642354,19.799999999999997
30661970,1.3000000000000007
30661974,1.4999999999999991
30662104,-0.8999999999999999
30662118,-1.2000000000000002
30662168,-0.20000000000000018
30662190,-2.6999999999999993
30662204,-2.8000000000000007
30662208,2.8
30662276,0.40000000000000036
30662388,-16.0
30663346,5.300000000000001
30681774,-3.1000000000000014
30682044,3.9000000000000004
30682088,0.10000000000000053
30682116,0.0
30682206,4.0
30682278,-8.299999999999997
30682308,1.0999999999999996
30701712,-0.10000000000000142
30702048,26.8
30702094,-1.4000000000000004
30702108,1.5999999999999996
30702180,-13.8
30702256,0.20000000000000018
30702274,0.7000000000000002
30702378,16.700000000000003
30702390,-0.5
30721674,-1.4000000000000021
30721728,4.499999999999998
30721738,1.5
30721756,0.3999999999999986
30722002,1.7000000000000002
30722152,0.19999999999999973
30722214,-1.1999999999999993
30722254,-0.7000000000000011
30722260,0.09999999999999964
30722268,-0.20000000000000018
30722290,2.6999999999999993
30741676,-4.5
30741708,11.599999999999998
30742122,0.9000000000000004
30742152,-0.5
30742162,-1.8999999999999995
30742170,-3.9000000000000004
30742198,1.3000000000000007
30742212,-1.299999999999999
30742224,-5.100000000000001
30742242,-19.799999999999997
30742266,1.0
30743490,2.1000000000000014
30761664,3.0
30761988,2.5999999999999996
30762172,-0.09999999999999964
30762208,-14.5
30762262,0.7000000000000002
30762276,0.0
30762358,145.7
30781768,-4.4
30781994,2.9000000000000004
30782134,-0.3999999999999986
30782138,0.09999999999999964
30782174,-2.1999999999999993
30782188,5.0
30782198,0.29999999999999893
30782210,-3.8000000000000007
30782218,1.6000000000000005
30782234,0.5
30782288,-0.9000000000000004
30782390,-45.099999999999994
30801664,-1.799999999999999
30801772,-3.799999999999999
30801988,4.7
30802006,0.7999999999999998
30802096,-0.10000000000000009
30802118,0.7000000000000002
30802150,0.20000000000000018
30802172,3.8000000000000007
30802190,5.5
30802214,-1.3000000000000003
30802240,2.1999999999999993
30802268,-6.2
30802294,9.4
30802376,-23.199999999999996
30803590,-4.799999999999997
30821768,3.0999999999999996
30822110,-41.699999999999996
30822134,-2.3000000000000003
30822182,-5.699999999999999
30822210,-0.6999999999999993
30822264,3.6999999999999993
30822300,-8.399999999999999
30823370,10.600000000000001
30841686,-1.0999999999999996
30841708,-7.4
30842118,0.10000000000000009
30842132,1.5
30842162,0.2999999999999998
30842212,-2.0
30842216,-0.2999999999999998
30842222,3.799999999999999
30842226,-1.5999999999999996
30842234,-5.8999999999999995
30842244,-0.10000000000000053
30842252,-0.20000000000000018
30842262,-0.09999999999999964
30842276,-19.9
30861756,-3.1999999999999993
30862116,2.5
30862152,-0.7000000000000002
30862182,-1.4000000000000004
30862278,0.10000000000000142
30881676,-3.0999999999999996
30881748,-0.09999999999999964
30881760,43.6
